id_jogo_cbf,data_jogo,time_mandante,time_visitante,estadio,competicao,publico_pagante,publico_nao_pagante,publico_total,receita_bruta_total,despesa_total,resultado_liquido,caminho_pdf_local,data_processamento,status,log_erro
242345b_2024,2024-11-02,Santos,Vila Nova,Urbano Caldeira,Campeonato Brasileiro Série B,14029,0,14029,608920.0,286815.1,322104.9,pdfs\242345b_2024.pdf,2025-05-05,Sucesso,
242346b_2024,2024-02-11,Chapecoense,Grêmio Novorizontino,Arena Condá,Campeonato Brasileiro Série B,5683,75,5758,116545.0,104461.81,12083.19,pdfs\242346b_2024.pdf,2025-05-05,Sucesso,
242347b_2024,2024-11-05,Brusque,Botafogo-SP,Augusto Bauer,Campeonato Brasileiro Série B,1407,0,1407,33560.0,57916.62,-24356.62,pdfs\242347b_2024.pdf,2025-05-05,Sucesso,
242348b_2024,2024-04-11,Operário-PR,Sport Recife,Germano Kruger,Campeonato Brasileiro Série B,3844,0,3844,57445.0,63229.7,-5784.7,pdfs\242348b_2024.pdf,2025-05-05,Sucesso,
242349b_2024,2024-11-05,Amazonas,América-MG,Arena da Amazônia,Campeonato Brasileiro Série B,3823,0,3823,28724.0,84948.76,-56224.76,pdfs\242349b_2024.pdf,2025-05-05,Sucesso,
24234b_2024,2024-05-10,Grêmio Novorizontino,Ceará,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,1962,0,1962,23505.0,51621.42,-28116.42,pdfs\24234b_2024.pdf,2025-05-05,Sucesso,
242350b_2024,2024-11-03,Ceará,Avaí,Arena Castelão,Campeonato Brasileiro Série B,38355,122,38477,557031.0,344370.28,212660.72,pdfs\242350b_2024.pdf,2025-05-05,Sucesso,
242351b_2024,2024-11-11,Vila Nova,Ponte Preta,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,2003,0,2003,20605.0,7561.16,13043.84,pdfs\242351b_2024.pdf,2025-05-05,Sucesso,
242352b_2024,2024-12-11,Guarani,Amazonas,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,2281,0,2281,20200.0,71516.11,-51316.11,pdfs\242352b_2024.pdf,2025-05-05,Sucesso,
242353b_2024,2024-12-11,Botafogo-RJ,Ceará,Santa Cruz,Campeonato Brasileiro Série B,3592,0,3592,62110.0,91698.96,-29588.96,pdfs\242353b_2024.pdf,2025-05-05,Sucesso,
242354b_2024,2024-11-09,Grêmio Novorizontino,Operário-PR,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,7011,0,7011,94040.0,52165.64,41874.36,pdfs\242354b_2024.pdf,2025-05-05,Sucesso,
242355b_2024,2024-11-12,América-MG,Ituano,Independência,Campeonato Brasileiro Série B,1583,36,1583,13023.0,85499.98,-72476.98,pdfs\242355b_2024.pdf,2025-05-05,Sucesso,
242356b_2024,2024-11-10,Avaí,Mirassol,Ressacada,Campeonato Brasileiro Série B,2201,0,2201,47920.0,102075.63,-54155.63,pdfs\242356b_2024.pdf,2025-05-05,Sucesso,
242357b_2024,2024-11-09,CRB,Goiás,Rei Pelé,Campeonato Brasileiro Série B,10723,2426,13149,94520.0,101977.91,-7457.91,pdfs\242357b_2024.pdf,2025-05-05,Sucesso,
242358b_2024,2024-11-11,Coritiba,Santos,Couto Pereira,Campeonato Brasileiro Série B,14099,0,14099,545860.0,256466.95,289393.05,pdfs\242358b_2024.pdf,2025-05-05,Sucesso,
242359b_2024,2024-11-11,Paysandu,Brusque,Curuzu,Campeonato Brasileiro Série B,16377,2476,18853,528074.0,183309.66,344764.34,pdfs\242359b_2024.pdf,2025-05-05,Sucesso,
24235b_2024,2024-05-08,América-MG,Vila Nova,Independência,Campeonato Brasileiro Série B,1964,0,1964,20119.0,95379.82,-75260.82,pdfs\24235b_2024.pdf,2025-05-05,Sucesso,
242360b_2024,2024-11-10,Sport Recife,Chapecoense,Ilha do Retiro,Campeonato Brasileiro Série B,25921,1571,27492,744745.0,448414.17,296330.83,pdfs\242360b_2024.pdf,2025-05-05,Sucesso,
242361b_2024,2024-11-16,Vila Nova,Ituano,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,3040,386,3426,27125.0,8038.06,19086.94,pdfs\242361b_2024.pdf,2025-05-05,Sucesso,
242362b_2024,2024-11-16,Ponte Preta,Sport Recife,Moisés Lucarelli,Campeonato Brasileiro Série B,4767,0,4767,74840.0,105996.4,-31156.4,pdfs\242362b_2024.pdf,2025-05-05,Sucesso,
242363b_2024,2024-11-18,Botafogo-RJ,Avaí,Santa Cruz,Campeonato Brasileiro Série B,2208,0,2208,25290.0,88183.03,-62893.03,pdfs\242363b_2024.pdf,2025-05-05,Sucesso,
242364b_2024,2024-11-16,Grêmio Novorizontino,Paysandu,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,6618,0,6618,97140.0,54262.28,42877.72,pdfs\242364b_2024.pdf,2025-05-05,Sucesso,
242365b_2024,2024-11-17,Santos,CRB,Urbano Caldeira,Campeonato Brasileiro Série B,15750,0,15750,608863.75,301463.57,307400.18,pdfs\242365b_2024.pdf,2025-05-05,Sucesso,
242366b_2024,2024-11-17,Chapecoense,Coritiba,Arena Condá,Campeonato Brasileiro Série B,11808,0,11808,221890.0,172546.26,49343.74,pdfs\242366b_2024.pdf,2025-05-05,Sucesso,
242367b_2024,2024-11-17,Brusque,Guarani,Augusto Bauer,Campeonato Brasileiro Série B,824,0,824,18090.0,56114.09,-38024.09,pdfs\242367b_2024.pdf,2025-05-05,Sucesso,
242368b_2024,2024-11-15,Operário-PR,Mirassol,Germano Kruger,Campeonato Brasileiro Série B,5713,0,5713,116545.0,72487.04,44057.96,pdfs\242368b_2024.pdf,2025-05-05,Sucesso,
242369b_2024,2024-11-16,Amazonas,Goiás,Carlos Zamith,Campeonato Brasileiro Série B,3233,0,3233,39044.0,79636.56,-40592.56,pdfs\242369b_2024.pdf,2025-05-05,Sucesso,
24236b_2024,2024-05-11,Avaí,Coritiba,Ressacada,Campeonato Brasileiro Série B,7618,0,7618,275022.0,212666.08,62355.92,pdfs\24236b_2024.pdf,2025-05-05,Sucesso,
242370b_2024,2024-11-18,Ceará,América-MG,Arena Castelão,Campeonato Brasileiro Série B,63908,0,63908,1454872.0,632826.71,822045.29,pdfs\242370b_2024.pdf,2025-05-05,Sucesso,
242371b_2024,2024-11-24,Goiás,Grêmio Novorizontino,Hailé Pinheiro,Campeonato Brasileiro Série B,5074,0,5074,71035.0,36070.12,34964.88,pdfs\242371b_2024.pdf,2025-05-05,Sucesso,
242372b_2024,2024-11-24,Guarani,Ceará,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,3810,0,3810,294890.0,128254.04,166635.96,pdfs\242372b_2024.pdf,2025-05-05,Sucesso,
242373b_2024,2024-11-24,Mirassol,Chapecoense,José Maria de Campos Maia,Campeonato Brasileiro Série B,11202,0,11202,185300.0,108660.79,76639.21,pdfs\242373b_2024.pdf,2025-05-05,Sucesso,
242374b_2024,2024-11-22,Ituano,Amazonas,Dr. Novelli Junior,Campeonato Brasileiro Série B,780,0,780,9720.0,64890.72,-55170.72,pdfs\242374b_2024.pdf,2025-05-05,Sucesso,
242375b_2024,2024-11-24,América-MG,Brusque,Independência,Campeonato Brasileiro Série B,1702,46,1748,14861.0,98647.3,-83786.3,pdfs\242375b_2024.pdf,2025-05-05,Sucesso,
242376b_2024,2024-11-22,Avaí,Ponte Preta,Ressacada,Campeonato Brasileiro Série B,1105,0,1105,25088.0,86597.79,-61509.79,pdfs\242376b_2024.pdf,2025-05-05,Sucesso,
242377b_2024,2024-11-24,CRB,Operário-PR,Rei Pelé,Campeonato Brasileiro Série B,0,0,0,0.0,46241.6,-46241.6,pdfs\242377b_2024.pdf,2025-05-05,Sucesso,
242378b_2024,2024-11-22,Coritiba,Botafogo-SP,Couto Pereira,Campeonato Brasileiro Série B,3927,0,3927,49780.0,188618.59,-138838.59,pdfs\242378b_2024.pdf,2025-05-05,Sucesso,
242379b_2024,2024-11-24,Paysandu,Vila Nova,Mangueirão,Campeonato Brasileiro Série B,40632,5738,46370,1291328.0,479020.67,812307.33,pdfs\242379b_2024.pdf,2025-05-05,Sucesso,
24237b_2024,2024-05-10,CRB,Chapecoense,Rei Pelé,Campeonato Brasileiro Série B,3671,826,4497,45310.0,79107.47,-33797.47,pdfs\24237b_2024.pdf,2025-05-05,Sucesso,
242380b_2024,2024-11-24,Sport Recife,Santos,Ilha do Retiro,Campeonato Brasileiro Série B,22189,2200,24389,1252160.0,478438.78,773721.22,pdfs\242380b_2024.pdf,2025-05-05,Sucesso,
24238b_2024,2024-05-11,Operário-PR,Ponte Preta,Germano Kruger,Campeonato Brasileiro Série B,3979,0,3979,65110.0,64264.8,845.2,pdfs\24238b_2024.pdf,2025-05-05,Sucesso,
24239b_2024,2024-05-11,Amazonas,Santos,Arena da Amazônia,Campeonato Brasileiro Série B,17662,4041,21703,352200.0,190631.9,161568.1,pdfs\24239b_2024.pdf,2025-05-05,Sucesso,
2423b_2024,2024-04-19,Botafogo-RJ,América-MG,Santa Cruz,Campeonato Brasileiro Série B,4094,0,4094,53185.0,84838.81,-31653.81,pdfs\2423b_2024.pdf,2025-05-05,Sucesso,
24240b_2024,2024-05-11,Sport Recife,Brusque,Arena Pernambuco,Campeonato Brasileiro Série B,23686,2019,25705,429755.0,391150.85,38604.15,pdfs\24240b_2024.pdf,2025-05-05,Sucesso,
24241b_2024,2024-05-14,Vila Nova,Grêmio Novorizontino,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,5216,0,5216,40825.0,9425.97,31399.03,pdfs\24241b_2024.pdf,2025-05-05,Sucesso,
24242b_2024,2024-05-15,Ponte Preta,Santos,Moisés Lucarelli,Campeonato Brasileiro Série B,7498,0,7498,183200.0,112452.82,70747.18,pdfs\24242b_2024.pdf,2025-05-05,Sucesso,
24243b_2024,2024-05-14,Botafogo-RJ,Chapecoense,Santa Cruz,Campeonato Brasileiro Série B,1883,0,1883,22860.0,76615.76,-53755.76,pdfs\24243b_2024.pdf,2025-05-05,Sucesso,
24244b_2024,2024-05-15,Ituano,Sport Recife,Dr. Novelli Junior,Campeonato Brasileiro Série B,1970,0,1970,29220.0,68973.53,-39753.53,pdfs\24244b_2024.pdf,2025-05-05,Sucesso,
24245b_2024,2024-05-15,América-MG,Mirassol,Independência,Campeonato Brasileiro Série B,2423,0,2423,25800.0,95530.86,-69730.86,pdfs\24245b_2024.pdf,2025-05-05,Sucesso,
24246b_2024,2024-05-14,Avaí,CRB,Ressacada,Campeonato Brasileiro Série B,4378,115,4493,97165.0,144888.89,-47723.89,pdfs\24246b_2024.pdf,2025-05-05,Sucesso,
24247b_2024,2024-05-15,Brusque,Operário-PR,Hercílio Luz,Campeonato Brasileiro Série B,403,0,403,8785.0,48089.25,-39304.25,pdfs\24247b_2024.pdf,2025-05-05,Sucesso,
24248b_2024,2024-05-14,Coritiba,Guarani,Couto Pereira,Campeonato Brasileiro Série B,8280,0,8280,98405.0,178624.07,-80219.07,pdfs\24248b_2024.pdf,2025-05-05,Sucesso,
24249b_2024,2024-05-15,Paysandu,Goiás,Curuzu,Campeonato Brasileiro Série B,7080,1978,9058,180375.0,103045.04,77329.96,pdfs\24249b_2024.pdf,2025-05-05,Sucesso,
2424b_2024,2024-04-19,Grêmio Novorizontino,CRB,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,1828,0,1828,23770.0,49517.23,-25747.23,pdfs\2424b_2024.pdf,2025-05-05,Sucesso,
24250b_2024,2024-05-15,Ceará,Amazonas,Arena Castelão,Campeonato Brasileiro Série B,13017,48,13065,101764.0,190154.75,-88390.75,pdfs\24250b_2024.pdf,2025-05-05,Sucesso,
24251b_2024,2024-05-18,Goiás,Botafogo-SP,Hailé Pinheiro,Campeonato Brasileiro Série B,6649,0,6649,126490.0,45351.18,81138.82,pdfs\24251b_2024.pdf,2025-05-05,Sucesso,
24252b_2024,2024-05-20,Guarani,América-MG,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,3562,0,3562,75970.0,71380.95,4589.05,pdfs\24252b_2024.pdf,2025-05-05,Sucesso,
24253b_2024,2024-05-19,Mirassol,Ituano,José Maria de Campos Maia,Campeonato Brasileiro Série B,1782,0,1782,36140.0,67918.74,-31778.74,pdfs\24253b_2024.pdf,2025-05-05,Sucesso,
24254b_2024,2024-05-17,Grêmio Novorizontino,Coritiba,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,1406,0,1406,18655.0,45779.29,-27124.29,pdfs\24254b_2024.pdf,2025-05-05,Sucesso,
24255b_2024,2024-05-19,Santos,Brusque,Urbano Caldeira,Campeonato Brasileiro Série B,10325,0,10325,736800.0,190392.85,546407.15,pdfs\24255b_2024.pdf,2025-05-05,Sucesso,
24256b_2024,2024-05-21,Chapecoense,Ponte Preta,Arena Condá,Campeonato Brasileiro Série B,5254,60,5314,100780.0,15466.73,85313.27,pdfs\24256b_2024.pdf,2025-05-05,Sucesso,
24257b_2024,2024-05-17,CRB,Vila Nova,Rei Pelé,Campeonato Brasileiro Série B,3793,1227,5020,50150.0,77069.78,-26919.78,pdfs\24257b_2024.pdf,2025-05-05,Sucesso,
24258b_2024,2024-05-19,Operário-PR,Ceará,Germano Kruger,Campeonato Brasileiro Série B,3617,0,3617,59750.0,62890.59,-3140.59,pdfs\24258b_2024.pdf,2025-05-05,Sucesso,
24259b_2024,2024-05-18,Amazonas,Paysandu,Arena da Amazônia,Campeonato Brasileiro Série B,9395,319,9714,128709.92,114662.32,14047.6,pdfs\24259b_2024.pdf,2025-05-05,Sucesso,
2425b_2024,2024-04-20,Santos,Paysandu,Urbano Caldeira,Campeonato Brasileiro Série B,0,0,0,0.0,59447.04,-59447.04,pdfs\2425b_2024.pdf,2025-05-05,Sucesso,
24260b_2024,2024-05-18,Sport Recife,Avaí,Arena Pernambuco,Campeonato Brasileiro Série B,13447,1674,15121,212630.0,305199.0,-92569.0,pdfs\24260b_2024.pdf,2025-05-05,Sucesso,
24261b_2024,2024-05-26,Vila Nova,Brusque,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,1920,38,1958,26440.0,8063.72,18376.28,pdfs\24261b_2024.pdf,2025-05-05,Sucesso,
24262b_2024,2024-05-25,Guarani,Paysandu,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,2997,0,2997,67320.0,78207.79,-10887.79,pdfs\24262b_2024.pdf,2025-05-05,Sucesso,
24263b_2024,2024-05-27,Botafogo-RJ,Grêmio Novorizontino,Santa Cruz,Campeonato Brasileiro Série B,2110,0,2110,27185.0,78415.8,-51230.8,pdfs\24263b_2024.pdf,2025-05-05,Sucesso,
24264b_2024,2024-05-26,Ituano,Ponte Preta,Dr. Novelli Junior,Campeonato Brasileiro Série B,1745,0,1745,32180.0,74739.37,-42559.37,pdfs\24264b_2024.pdf,2025-05-05,Sucesso,
24265b_2024,2024-05-24,América-MG,Santos,Independência,Campeonato Brasileiro Série B,7303,21,7324,100450.0,115537.8,-15087.8,pdfs\24265b_2024.pdf,2025-05-05,Sucesso,
24266b_2024,2024-05-27,Avaí,Goiás,Ressacada,Campeonato Brasileiro Série B,3495,0,3495,76110.0,72311.5,3798.5,pdfs\24266b_2024.pdf,2025-05-05,Sucesso,
24267b_2024,2024-09-11,CRB,Sport Recife,Rei Pelé,Campeonato Brasileiro Série B,6564,1371,6564,69330.0,69334.54,-15147.59,pdfs\24267b_2024.pdf,2025-05-05,Sucesso,
24268b_2024,2024-05-27,Coritiba,Operário-PR,Couto Pereira,Campeonato Brasileiro Série B,8548,0,8548,110925.0,181139.38,-70214.38,pdfs\24268b_2024.pdf,2025-05-05,Sucesso,
24269b_2024,2024-05-28,Amazonas,Mirassol,Arena da Amazônia,Campeonato Brasileiro Série B,4009,0,4009,22280.0,61985.93,-39705.93,pdfs\24269b_2024.pdf,2025-05-05,Sucesso,
2426b_2024,2024-04-20,Chapecoense,Ituano,Arena Condá,Campeonato Brasileiro Série B,5013,0,5013,123850.0,19408.92,104441.08,pdfs\2426b_2024.pdf,2025-05-05,Sucesso,
24270b_2024,2024-05-26,Ceará,Chapecoense,Arena Castelão,Campeonato Brasileiro Série B,14288,0,14288,100459.0,157125.28,-56666.28,pdfs\24270b_2024.pdf,2025-05-05,Sucesso,
24271b_2024,2024-05-31,Goiás,Sport Recife,Hailé Pinheiro,Campeonato Brasileiro Série B,7115,0,7115,151885.0,43930.95,107954.05,pdfs\24271b_2024.pdf,2025-05-05,Sucesso,
24272b_2024,2024-06-02,Ponte Preta,CRB,Moisés Lucarelli,Campeonato Brasileiro Série B,5104,0,5104,102640.0,96253.31,6386.69,pdfs\24272b_2024.pdf,2025-05-05,Sucesso,
24273b_2024,2024-06-04,Mirassol,Guarani,José Maria de Campos Maia,Campeonato Brasileiro Série B,2021,0,2021,37800.0,62505.54,-24705.54,pdfs\24273b_2024.pdf,2025-05-05,Sucesso,
24274b_2024,2024-02-06,Ituano,Avaí,Dr. Novelli Junior,Campeonato Brasileiro Série B,1255,0,1255,16060.0,69117.35,-53057.35,pdfs\24274b_2024.pdf,2025-05-05,Sucesso,
24275b_2024,2024-06-03,Santos,Botafogo-RJ,Do Café,Campeonato Brasileiro Série B,11916,0,11916,1310443.0,335770.18,974672.82,pdfs\24275b_2024.pdf,2025-05-05,Sucesso,
24276b_2024,2024-02-06,Chapecoense,Vila Nova,Arena Condá,Campeonato Brasileiro Série B,5046,0,5046,119740.0,84512.87,35227.13,pdfs\24276b_2024.pdf,2025-05-05,Sucesso,
24277b_2024,2024-01-06,Brusque,Grêmio Novorizontino,Hercílio Luz,Campeonato Brasileiro Série B,374,0,374,8415.0,38134.46,-29719.46,pdfs\24277b_2024.pdf,2025-05-05,Sucesso,
24278b_2024,2024-03-06,Operário-PR,Amazonas,Germano Kruger,Campeonato Brasileiro Série B,2145,0,2145,34890.0,59952.21,-25062.21,pdfs\24278b_2024.pdf,2025-05-05,Sucesso,
24279b_2024,2024-06-04,Paysandu,América-MG,Curuzu,Campeonato Brasileiro Série B,10048,2047,12095,187260.0,98217.44,89042.56,pdfs\24279b_2024.pdf,2025-05-05,Sucesso,
2427b_2024,2024-04-23,Brusque,Mirassol,Hercílio Luz,Campeonato Brasileiro Série B,753,0,753,17755.0,38701.45,-20946.45,pdfs\2427b_2024.pdf,2025-05-05,Sucesso,
24280b_2024,2024-05-31,Ceará,Coritiba,Arena Castelão,Campeonato Brasileiro Série B,32734,95,32829,409207.0,254862.63,154344.37,pdfs\24280b_2024.pdf,2025-05-05,Sucesso,
24281b_2024,2024-06-10,Vila Nova,Ceará,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,3645,0,3645,35945.0,9043.56,26901.44,pdfs\24281b_2024.pdf,2025-05-05,Sucesso,
24282b_2024,2024-06-08,Guarani,Operário-PR,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,2831,0,2831,52760.0,75658.93,-22898.93,pdfs\24282b_2024.pdf,2025-05-05,Sucesso,
24283b_2024,2024-06-11,Mirassol,Goiás,José Maria de Campos Maia,Campeonato Brasileiro Série B,2528,0,2528,49150.0,64946.02,-15796.02,pdfs\24283b_2024.pdf,2025-05-05,Sucesso,
24284b_2024,2024-06-07,Grêmio Novorizontino,Santos,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,8263,0,8263,239780.0,68708.37,171071.63,pdfs\24284b_2024.pdf,2025-05-05,Sucesso,
24285b_2024,2024-06-09,América-MG,Ponte Preta,Independência,Campeonato Brasileiro Série B,2910,0,2910,31625.0,104990.72,-73365.72,pdfs\24285b_2024.pdf,2025-05-05,Sucesso,
24286b_2024,2024-06-09,Avaí,Chapecoense,Ressacada,Campeonato Brasileiro Série B,14721,0,14721,408921.0,269499.28,139421.72,pdfs\24286b_2024.pdf,2025-05-05,Sucesso,
24287b_2024,2024-07-17,CRB,Botafogo-SP,Rei Pelé,Campeonato Brasileiro Série B,7181,2002,9183,89920.0,84256.19,5663.81,pdfs\24287b_2024.pdf,2025-05-05,Sucesso,
24288b_2024,2024-07-06,Coritiba,Ituano,Couto Pereira,Campeonato Brasileiro Série B,13810,0,13810,187535.0,186344.37,1190.63,pdfs\24288b_2024.pdf,2025-05-05,Sucesso,
24289b_2024,2024-08-06,Amazonas,Brusque,Carlos Zamith,Campeonato Brasileiro Série B,1220,4295,5515,40470.0,68782.68,-28312.68,pdfs\24289b_2024.pdf,2025-05-05,Sucesso,
2428b_2024,2024-04-19,Operário-PR,Avaí,Germano Kruger,Campeonato Brasileiro Série B,0,0,0,0.0,42067.29,-73080.81,pdfs\2428b_2024.pdf,2025-05-05,Sucesso,
24290b_2024,2024-06-10,Sport Recife,Paysandu,Arena Pernambuco,Campeonato Brasileiro Série B,11707,1712,13419,148620.0,267005.95,-118385.95,pdfs\24290b_2024.pdf,2025-05-05,Sucesso,
24291b_2024,2024-06-16,Goiás,Coritiba,Hailé Pinheiro,Campeonato Brasileiro Série B,7631,0,7631,147920.0,42665.57,105254.43,pdfs\24291b_2024.pdf,2025-05-05,Sucesso,
24292b_2024,2024-06-15,Ponte Preta,Grêmio Novorizontino,Moisés Lucarelli,Campeonato Brasileiro Série B,4426,0,4426,88760.0,96100.45,-7340.45,pdfs\24292b_2024.pdf,2025-05-05,Sucesso,
24293b_2024,2024-06-16,Botafogo-RJ,Vila Nova,Santa Cruz,Campeonato Brasileiro Série B,3434,0,3434,49220.0,79300.72,-30080.72,pdfs\24293b_2024.pdf,2025-05-05,Sucesso,
24294b_2024,2024-06-15,Ituano,Paysandu,Dr. Novelli Junior,Campeonato Brasileiro Série B,1526,0,1526,27300.0,73409.99,-46109.99,pdfs\24294b_2024.pdf,2025-05-05,Sucesso,
24295b_2024,2024-06-15,América-MG,CRB,Independência,Campeonato Brasileiro Série B,3572,28,3600,44010.0,107015.66,-63005.66,pdfs\24295b_2024.pdf,2025-05-05,Sucesso,
24296b_2024,2024-06-14,Avaí,Guarani,Ressacada,Campeonato Brasileiro Série B,7491,228,7719,174677.0,207146.36,-32469.36,pdfs\24296b_2024.pdf,2025-05-05,Sucesso,
24297b_2024,2024-06-16,Brusque,Ceará,Hercílio Luz,Campeonato Brasileiro Série B,968,0,968,19060.0,39597.58,-20537.58,pdfs\24297b_2024.pdf,2025-05-05,Sucesso,
24298b_2024,2024-06-14,Operário-PR,Santos,Germano Kruger,Campeonato Brasileiro Série B,7482,0,7482,676545.0,120961.78,457583.22,pdfs\24298b_2024.pdf,2025-05-05,Sucesso,
24299b_2024,2024-06-13,Amazonas,Chapecoense,Carlos Zamith,Campeonato Brasileiro Série B,6752,0,6752,40740.0,72700.02,-31960.02,pdfs\24299b_2024.pdf,2025-05-05,Sucesso,
2429b_2024,2024-04-20,Amazonas,Sport Recife,Arena da Amazônia,Campeonato Brasileiro Série B,6497,0,6497,112320.0,86804.54,25515.46,pdfs\2429b_2024.pdf,2025-05-05,Sucesso,
424100b_2024,2024-08-01,Juventude,Fluminense,Alfredo Jaconi,Copa do Brasil,9087,0,9087,236050.0,148001.8,88048.2,pdfs\424100b_2024.pdf,2025-05-05,Sucesso,
424101b_2024,2024-08-07,Palmeiras,Flamengo,Arena Allianz Parque,Copa do Brasil,38463,0,38463,3969278.13,1075974.51,2893303.62,pdfs\424101b_2024.pdf,2025-05-05,Sucesso,
424102b_2024,2024-08-06,Vasco da Gama,Atlético Goianiense,São Januário,Copa do Brasil,17608,517,18125,873815.0,686890.5,186924.5,pdfs\424102b_2024.pdf,2025-05-05,Sucesso,
424103b_2024,2024-08-07,Red Bull Bragantino,Athletico Paranaense,Nabi Abi Chedid,Copa do Brasil,3967,0,3967,137.805,178517.55,-40712.55,pdfs\424103b_2024.pdf,2025-05-05,Sucesso,
424104b_2024,2024-08-08,Goiás,São Paulo,Hailé Pinheiro,Copa do Brasil,8281,0,8281,338940.0,132288.31,206651.69,pdfs\424104b_2024.pdf,2025-05-05,Sucesso,
424105b_2024,2024-08-07,Atlético Mineiro,CRB,Arena MRV,Copa do Brasil,34711,560,35271,1782541.66,589997.23,1192544.43,pdfs\424105b_2024.pdf,2025-05-05,Sucesso,
424106b_2024,2024-08-07,Bahia,Botafogo-RJ,Arena Fonte Nova,Copa do Brasil,36549,0,36549,1202669.5,689486.68,513182.82,pdfs\424106b_2024.pdf,2025-05-05,Sucesso,
424107b_2024,2024-08-07,Grêmio,Corinthians,Couto Pereira,Copa do Brasil,29242,837,30079,1541095.0,251476.0,1289619.0,pdfs\424107b_2024.pdf,2025-05-05,Sucesso,
424108b_2024,2024-08-07,Fluminense,Juventude,Maracanã,Copa do Brasil,39427,1187,40614,1230915.0,1420336.73,-189421.73,pdfs\424108b_2024.pdf,2025-05-05,Sucesso,
424109b_2024,2024-08-29,Vasco da Gama,Athletico Paranaense,São Januário,Copa do Brasil,18068,732,18800,1084600.0,749160.08,335439.92,pdfs\424109b_2024.pdf,2025-05-05,Sucesso,
42410b_2024,2024-02-21,Manauara,Retrô,Carlos Zamith,Copa do Brasil,188,0,188,2985.0,11954.17,-8969.17,pdfs\42410b_2024.pdf,2025-05-05,Sucesso,
424110b_2024,2024-08-28,São Paulo,Atlético Mineiro,Morumbi,Copa do Brasil,51432,0,51432,3949845.0,1120833.22,2829011.78,pdfs\424110b_2024.pdf,2025-05-05,Sucesso,
424111b_2024,2024-08-28,Bahia,Flamengo,Arena Fonte Nova,Copa do Brasil,46018,0,46018,1924314.5,831227.91,1093086.59,pdfs\424111b_2024.pdf,2025-05-05,Sucesso,
424112b_2024,2024-08-29,Juventude,Corinthians,Alfredo Jaconi,Copa do Brasil,14117,0,14117,706700.0,207158.65,499541.35,pdfs\424112b_2024.pdf,2025-05-05,Sucesso,
424113b_2024,11/09/2024,Athletico Paranaense,Vasco da Gama,Ligga Arena,Copa do Brasil,33188,0,33188,1556875.0,276098.2,1280776.8,pdfs\424113b_2024.pdf,2025-05-05,Sucesso,
424114b_2024,2024-09-12,Atlético Mineiro,São Paulo,Arena MRV,Copa do Brasil,41552,571,42123,3580773.11,779437.53,2801335.58,pdfs\424114b_2024.pdf,2025-05-05,Sucesso,
424115b_2024,2024-09-12,Flamengo,Bahia,Maracanã,Copa do Brasil,65662,2035,67697,5713895.0,2313667.14,3281219.88,pdfs\424115b_2024.pdf,2025-05-05,Sucesso,
424116b_2024,2024-09-11,Corinthians,Juventude,Neo Química Arena,Copa do Brasil,45199,0,45199,2594584.0,976621.6,1617962.4,pdfs\424116b_2024.pdf,2025-05-05,Sucesso,
424117b_2024,2024-02-10,Atlético Mineiro,Vasco da Gama,Arena MRV,Copa do Brasil,42039,839,42878,4273649.29,858198.72,3415450.57,pdfs\424117b_2024.pdf,2025-05-05,Sucesso,
424118b_2024,2024-10-02,Flamengo,Corinthians,Maracanã,Copa do Brasil,47052,2384,49436,6405065.0,2517476.06,3751523.33,pdfs\424118b_2024.pdf,2025-05-05,Sucesso,
424119b_2024,2024-10-19,Vasco da Gama,Atlético Mineiro,São Januário,Copa do Brasil,18910,630,19685,2278926.0,1078984.19,1199941.81,pdfs\424119b_2024.pdf,2025-05-05,Sucesso,
42411b_2024,2024-02-20,Porto Velho,Remo,Aluízio Ferreira,Copa do Brasil,2294,248,2542,81425.0,46455.43,34969.57,pdfs\42411b_2024.pdf,2025-05-05,Sucesso,
424120b_2024,2024-10-20,Corinthians,Flamengo,Neo Química Arena,Copa do Brasil,46426,0,46426,3023876.0,1124141.32,1899734.68,pdfs\424120b_2024.pdf,2025-05-05,Sucesso,
424121b_2024,2024-11-03,Flamengo,Atlético Mineiro,Maracanã,Copa do Brasil,67459,2151,69610,15692580.0,3683258.46,11588995.28,pdfs\424121b_2024.pdf,2025-05-05,Sucesso,
